ID,이름,위도,경도,지역코드
196,힐탑 관광호텔,37.51153103,127.0314678,1
197,캘리포니아호텔,37.50658162,127.0323095,1
198,부티크호텔K 동대문점,37.56366711,127.0576417,1
199,더리버사이드 호텔,37.51878828,127.0180965,1
200,엘르인호텔,37.54040717,126.9722168,1
201,부산도시공사 아르피나,35.16467609,129.1382624,2
202,호텔포레 프리미어 남포 [한국관광 품질인증/Korea Quality],35.09842317,129.0297348,2
203,부산관광호텔,35.10033138,129.0346565,2
204,부산센트럴호텔[한국관광 품질인증/Korea Quality],35.1877669,129.0815723,2
205,토요코인호텔 (부산역2점),35.10906378,129.0366311,2
206,폭시모텔,35.16125185,129.1583441,2
207,J모텔(제이모텔),35.15848743,129.1127926,2
208,발렌타인 호텔,35.16176844,129.1571998,2
209,이코노미호텔 남포점,35.09940926,129.0345344,2
210,윙민박,35.18223917,129.200551,2
211,부산비즈니스호텔,35.15623382,129.0543533,2
212,힐 사이드 관광호텔,35.10924986,129.0359895,2
213,호텔포레 부산역점,35.12261519,129.044644,2
214,호텔 파라곤,35.1617402,128.98164,2
215,호텔일루아,35.16201591,129.1722151,2
216,신라스테이 서부산,35.09670441,128.9052901,2
217,오름레지던스 호텔 [한국관광 품질인증/Korea Quality],35.11244124,129.0402418,2
218,웨스틴 조선 부산,35.15596347,129.1539891,2
219,녹천호텔 [한국관광 품질인증/Korea Quality],35.22053544,129.0808965,2
220,호텔콘트(HOTEL CONT)[한국관광 품질인증/Korea Quality],35.10192837,129.0314346,2
221,선셋호텔[한국관광 품질인증/Korea Quality],35.16018258,129.16143,2
222,해운대센텀호텔,35.16792841,129.132985,2
223,카리브모텔,35.18552551,129.0828722,2
224,르네상스호텔[한국관광 품질인증/Korea Quality],35.16179022,128.9830038,2
225,호텔런더너,35.15768781,129.1287274,2
226,더펫텔프리미엄스위트,35.15924087,129.1531419,2
227,부산인모텔,35.11656581,129.0415499,2
228,탑모텔,35.11329671,129.0403585,2
229,테라게스트하우스,35.09669005,129.0306042,2
230,해운대 영무파라드호텔,35.16097426,129.1665518,2
231,"해운대 H STAY HOTEL (구, 시타딘호텔)",35.16300999,129.1584857,2
232,호메르스호텔,35.15346586,129.1180034,2
233,호텔야자 화명점,35.23458809,129.0089246,2
234,토요코인호텔 (부산역1점),35.11417162,129.0407973,2
235,베이몬드호텔 [한국관광 품질인증/Korea Quality],35.15959923,129.1567804,2
236,영도 비치모텔,35.06939403,129.0809645,2
237,1박2일호텔,35.13763063,129.0694081,2
238,COM MA(호텔콤마),35.14861256,129.0601641,2
239,부산뷰호텔,35.11339948,129.0405946,2
240,호텔 프렌치코드 [한국관광 품질인증/Korea Quality],35.24494958,129.0923142,2
241,오이아호텔 [한국관광 품질인증/Korea Quality],35.05744616,128.9727631,2
242,호텔 아쿠아펠리스,35.15411025,129.1187505,2
243,베스트웨스턴 해운대호텔[한국관광 품질인증/Korea Quality],35.16050754,129.1611772,2
244,아르반호텔[한국관광 품질인증/Korea Quality],35.15468405,129.0572642,2
245,부산 애플게스트하우스,35.09800658,129.0308903,2
246,파라다이스호텔 부산,35.15994099,129.1641214,2
247,코오롱 씨클라우드 호텔[한국관광 품질인증/Korea Quality],35.16047423,129.1622549,2
248,베스트루이스해밀턴호텔(케이알코스모랜드)[한국관광 품질인증/Korea Quality],35.15965474,129.1546112,2
249,베니키아 프리미어 마리안느호텔,35.16151305,129.164688,2
250,플레아 드 블랑 (PLEA DE BLANC),35.16097982,129.1668989,2
251,한화리조트 해운대,35.15448847,129.145101,2
252,호텔야자 사상터미널점,35.16562314,128.9840897,2
253,호텔엔젤[한국관광 품질인증/Korea Quality],35.15409531,129.0619083,2
254,이코노미 해운대점,35.16231841,129.1591135,2
255,호텔오즈,35.2180802,129.0829352,2
256,코모도 호텔 부산,35.10896375,129.0347507,2
257,더엠모텔,35.15535189,129.1248278,2
258,브릿지모텔,35.148708,129.1145594,2
259,라마다 앙코르 바이워덤 부산해운대,35.16331275,129.159644,2
260,프리차(Preecha),35.11617683,129.0341895,2
261,라발스호텔 [한국관광 품질인증/Korea Quality],35.09455434,129.0391369,2
262,유토피아관광호텔,35.16743928,129.117067,2
263,부산 비치 관광호텔,35.08501628,129.0262938,2
264,라비드아틀란호텔 [한국관광 품질인증/Korea Quality],35.16116859,129.1615188,2
265,스타호텔,35.15888479,129.1228056,2
266,THE B.S호텔(더비에스호텔) [한국관광 품질인증/Korea Quality],35.12167632,129.040361,2
267,Enjoy Busan,35.13909397,129.0484543,2
268,모닝듀 게스트 하우스(모닝듀),35.11414931,129.0364338,2
269,잉카모텔,35.16837407,129.0511755,2
270,더파크 게스트하우스(The Park Guesthouse)[한국관광 품질인증/Korea Quality],35.15484348,129.1177812,2
271,La Casa del Sol (라까사델솔 게스트하우스),35.1080052,129.0167912,2
272,센텀프리미어 호텔 [한국관광 품질인증/Korea Quality],35.16695627,129.131613,2
273,그레이193호텔 [한국관광 품질인증/Korea Quality],35.15401037,129.1245417,2
274,AJ하우스(AJ House),35.09450707,129.0365232,2
275,비치모텔 [한국관광 품질인증/Korea Quality],35.06939403,129.0809645,2
276,하운드호텔 프리미어 남포(Hound Hotel Premier Nampo)[한국관광 품질인증/Korea Quality],35.09915634,129.0253546,2
277,솔라리아 니시테츠호텔 부산 [한국관광 품질인증/Korea Quality],35.15234266,129.0581864,2
278,이그니스모텔(구 맨하탄모텔),35.21818575,129.0829824,2
279,펠릭스바이STX [한국관광 품질인증/Korea Quality],35.16300999,129.1584857,2
280,브이모텔,35.07923629,129.0221693,2
281,그랜드 조선 부산,35.16010485,129.1631548,2
282,시그니엘 부산,35.16110205,129.1684044,2
283,토요코 인 서면,35.15798658,129.0640857,2
284,센트럴파크 호텔[한국관광 품질인증/Korea Quality],35.10055083,129.0359786,2
285,호텔얌 해운대점,35.16062691,129.1575775,2
286,마마 게스트하우스 해운대점[한국관광 품질인증/Korea Quality],35.16208796,129.1632798,2
287,스탠포드 인 부산,35.09789268,129.0299598,2
288,하운드호텔 부산역점 [한국관광 품질인증/Korea Quality],35.11774625,129.0427526,2
289,지엔비호텔(GNB호텔)[한국관광 품질인증/Korea Quality],35.10129499,129.0248352,2
290,엘리제모텔,35.10099519,129.0340177,2
291,아몬드호텔 [한국관광 품질인증/Korea Quality],35.1138161,129.0406834,2
292,롯데호텔 부산,35.15995007,129.0541782,2
293,광장호텔,35.11621584,129.0413666,2
294,초하루 게스트하우스,35.14666099,129.1136817,2
295,미라벨모텔,35.11367996,129.0384336,2
